drug_1_name,drug_2_name,weight
Ziprasidone,Nabilone,1
Chlorthalidone,Hydromorphone,1
Methotrexate,Mefenamic acid,1
Morphine,Brimonidine,1
Phenytoin,Pramipexole,1
Formoterol,Dopamine,1
Streptokinase,Desirudin,1
Repaglinide,Histrelin,1
Caffeine,Indacaterol,1
Amitriptyline,Mepivacaine,1
Tiaprofenic acid,Omacetaxine mepesuccinate,1
Tetrabenazine,Rotigotine,1
Telaprevir,Saxagliptin,1
Chlorothiazide,Ethanol,1
Verapamil,Abiraterone,1
Pramipexole,Amobarbital,1
Ziprasidone,Canagliflozin,1
Roflumilast,Belimumab,1
Butabarbital,Lamotrigine,1
Benzylpenicillin,Kanamycin,1
Doxylamine,Stiripentol,1
Glucagon,Pimozide,1
Morphine,Ramosetron,1
Chlorzoxazone,Perampanel,1
Digoxin,Etravirine,1
Citalopram,Ibrutinib,1
Perindopril,Sodium aurothiomalate,1
Secobarbital,Chlorothiazide,1
Topiramate,Methscopolamine,1
Modafinil,Clarithromycin,1
Mycophenolate mofetil,Bacampicillin,1
Meperidine,Tranylcypromine,1
Doxepin,Lithium cation,1
Primidone,Rotigotine,1
Warfarin,Cephaloglycin,1
Ospemifene,Idelalisib,1
Linezolid,Amisulpride,1
Fenoterol,Pheniramine,1
Valproic acid,Ritonavir,1
Mitotane,Rilpivirine,1
Flunisolide,Chlorothiazide,1
Mesoridazine,Desvenlafaxine,1
Disopyramide,Acetohexamide,1
Budesonide,Deferasirox,1
Insulin human,Aripiprazole,1
Leuprolide,Linagliptin,1
Valsartan,Acetaminophen,1
Nelfinavir,Naloxegol,1
Ceftriaxone,Ribostamycin,1
Linezolid,Mephentermine,1
Desmopressin,Warfarin,1
Tacrine,Promazine,1
Irinotecan,Ivacaftor,1
Hydralazine,Moxonidine,1
Loratadine,Hydroxyzine,1
Insulin human,Everolimus,1
Acenocoumarol,Sulodexide,1
Acetohexamide,Hydrocortisone,1
Meprobamate,Dronabinol,1
Dicoumarol,Salsalate,1
Insulin lispro,Dapagliflozin,1
Trastuzumab,Trastuzumab emtansine,1
Azelastine,Butylscopolamine,1
Pramipexole,Ezogabine,1
Guanfacine,Dasatinib,1
Tetrabenazine,Abiraterone,1
Erythromycin,Nintedanib,1
Lorazepam,Methotrimeprazine,1
Amifostine,Azilsartan medoxomil,1
Ergometrine,Posaconazole,1
Brimonidine,Sotalol,1
Tocilizumab,Crizotinib,1
Amphetamine,Imipramine,1
Clopidogrel,Amiodarone,1
Cyclosporine,Foscarnet,1
Zolpidem,Cyclobenzaprine,1
Capecitabine,Sipuleucel-T,1
Methohexital,Telmisartan,1
Apomorphine,Bupropion,1
Remoxipride,Paroxetine,1
Lansoprazole,Tiludronic acid,1
Pentostatin,Leflunomide,1
Bromazepam,Rotigotine,1
Hydroxyzine,Dimenhydrinate,1
Disopyramide,Bosentan,1
Chlorzoxazone,Droperidol,1
Baclofen,Clobazam,1
Fluvoxamine,Selegiline,1
Olanzapine,Insulin detemir,1
Treprostinil,Sotalol,1
Tasimelteon,Sodium oxybate,1
Glimepiride,Hydrochlorothiazide,1
Dabigatran etexilate,Dalteparin,1
Metolazone,Risperidone,1
Fluvoxamine,Salicylic acid,1
Doxycycline,Nafcillin,1
Aspirin,Vorapaxar,1
Silodosin,Idelalisib,1
Erythromycin,Bosentan,1
Diazoxide,Saxagliptin,1
Ketamine,Lumacaftor,1
Dexmedetomidine,Iobenguane,1
Diltiazem,Fentanyl,1
Primidone,Metipranolol,1
Metformin,Primidone,1
Dronabinol,Remifentanil,1
Prochlorperazine,Thiopental,1
Losartan,Siltuximab,1
Abciximab,Levonorgestrel,1
Enzalutamide,Siltuximab,1
Treprostinil,Diclofenac,1
Protriptyline,Sulpiride,1
Reserpine,Rifaximin,1
Icosapent,Mefenamic acid,1
Phenytoin,Cabazitaxel,1
Methsuximide,Mianserin,1
Flurbiprofen,Floctafenine,1
Teniposide,Leflunomide,1
Selegiline,Pholcodine,1
Framycetin,Cefotaxime,1
Bendroflumethiazide,Levorphanol,1
Dronabinol,Fosamprenavir,1
Calcium carbonate,Elvitegravir,1
Vardenafil,Felodipine,1
Dolasetron,Mifepristone,1
Phenytoin,Moclobemide,1
Verteporfin,Hydrochlorothiazide,1
Peginterferon alfa-2b,Gefitinib,1
Amlodipine,Phenobarbital,1
Vancomycin,Colistin,1
Acetaminophen,Clenbuterol,1
Darunavir,Temsirolimus,1
Methadone,Clotiazepam,1
Ramelteon,Paraldehyde,1
Diltiazem,Zuclopenthixol,1
Levothyroxine,Piracetam,1
Mesalazine,Rabeprazole,1
Atorvastatin,Brentuximab vedotin,1
Gemcitabine,Roflumilast,1
Diphenhydramine,Aclidinium,1
Phenindione,Piroxicam,1
Reserpine,Sertraline,1
Triprolidine,Labetalol,1
Tramadol,Darunavir,1
Goserelin,Bortezomib,1
Tocilizumab,Ivabradine,1
Erlotinib,Luliconazole,1
Insulin lispro,Bumetanide,1
Scopolamine,Rufinamide,1
Sufentanil,Paraldehyde,1
Iloprost,Moxonidine,1
Losartan,Levodopa,1
Risedronic acid,Amobarbital,1
Fluoxetine,Edetic acid,1
Hyaluronidase (ovine),Bismuth subsalicylate,1
Valproic acid,Promazine,1
Rosiglitazone,Gemfibrozil,1
Bleomycin,Filgrastim,1
Rifapentine,Flunarizine,1
Sirolimus,Siltuximab,1
Boceprevir,Dienogest,1
Etonogestrel,Chlorpropamide,1
Indomethacin,Netilmicin,1
Ergotamine,Amisulpride,1
Dronedarone,Lomitapide,1
Lorazepam,Levetiracetam,1
Teniposide,Palbociclib,1
Enalapril,Drospirenone,1
Mitotane,Exemestane,1
Warfarin,Enoxaparin,1
Ticlopidine,Ifosfamide,1
Prazosin,Perhexiline,1
Pentobarbital,Rotigotine,1
Sulfisoxazole,Phenelzine,1
Ziconotide,Perampanel,1
Salbutamol,Naphazoline,1
Ranolazine,Dasatinib,1
Insulin human,Progesterone,1
Natalizumab,Fluorouracil,1
Quinine,Verapamil,1
Magnesium sulfate,Ibandronate,1
Clorazepic acid,Paroxetine,1
Tacrolimus,Vedolizumab,1
Amphotericin B,Streptomycin,1
Olanzapine,Tedizolid phosphate,1
Acetophenazine,Lithium cation,1
Sunitinib,Sipuleucel-T,1
Quinidine,Doxorubicin,1
Butobarbital,Empagliflozin,1
Rifampicin,Vemurafenib,1
Cimetidine,Capecitabine,1
Leflunomide,Pazopanib,1
Tizanidine,Bretylium,1
Nitrendipine,Calcium gluconate,1
Bivalirudin,Ibrutinib,1
Sufentanil,Metipranolol,1
Acetohexamide,Cyproterone acetate,1
Protriptyline,Tacrine,1
Glyburide,Rifampicin,1
Pegvisomant,Saxagliptin,1
Abiraterone,Stiripentol,1
Aldesleukin,Torasemide,1
Atenolol,Diazoxide,1
Botulinum toxin type B,Procyclidine,1
Bosentan,Quinidine,1
Zolmitriptan,Benzquinamide,1
Buprenorphine,Promethazine,1
Prilocaine,Phenazopyridine,1
Dicoumarol,Chloramphenicol,1
Clomipramine,Zuclopenthixol,1
Ropinirole,Chlordiazepoxide,1
Dapsone,Artemether,1
Warfarin,Esomeprazole,1
Liothyronine,Amitriptyline,1
Quetiapine,Sodium oxybate,1
Phenytoin,Posaconazole,1
Rifabutin,Nifedipine,1
Topiramate,Nimodipine,1
Modafinil,Conivaptan,1
Nabilone,Meclizine,1
Theophylline,Dobutamine,1
Solifenacin,Simeprevir,1
Insulin glargine,Drospirenone,1
Oxcarbazepine,Hydrochlorothiazide,1
Desmopressin,Hydrocodone,1
Aprepitant,Buprenorphine,1
Diclofenac,Enoxaparin,1
Pioglitazone,Gemfibrozil,1
Citalopram,Trimipramine,1
Hydroxyzine,Pipotiazine,1
Simeprevir,Luliconazole,1
Dofetilide,Clarithromycin,1
Phenytoin,Caspofungin,1
Nelfinavir,Dexamethasone,1
Remoxipride,Ergotamine,1
Zolpidem,Diphenhydramine,1
Reserpine,Cabergoline,1
Phenytoin,Vigabatrin,1
Vardenafil,Etravirine,1
Sulindac,Dimethyl sulfoxide,1
Methyclothiazide,Morphine,1
Pentamidine,Stanolone,1
Lithium cation,Phendimetrazine,1
Aspirin,Sunitinib,1
Dimenhydrinate,Rotigotine,1
Trastuzumab emtansine,Denosumab,1
Trimethoprim,Irbesartan,1
Tadalafil,Telaprevir,1
Simvastatin,Fenofibrate,1
Primidone,Eslicarbazepine acetate,1
Treprostinil,Dipyridamole,1
Carvedilol,Abiraterone,1
Hydroxyzine,Guanfacine,1
Glucagon,Clemastine,1
Nevirapine,Bosentan,1
Bacitracin,Neomycin,1
Isosorbide mononitrate,Fusidic acid,1
Losartan,Phenelzine,1
Atazanavir,Colchicine,1
Carteolol,Hexobarbital,1
Ketoprofen,Floctafenine,1
Torasemide,Atracurium besylate,1
Brimonidine,Magnesium sulfate,1
Hydromorphone,Orphenadrine,1
Lorazepam,Clonidine,1
Nafcillin,Tobramycin,1
Felbamate,Dasatinib,1
Esomeprazole,Iron Dextran,1
Bexarotene,Zolpidem,1
Phenytoin,Phendimetrazine,1
Hydroflumethiazide,Hydrocodone,1
Zolmitriptan,Chlormezanone,1
Imipramine,Triflupromazine,1
Goserelin,Desflurane,1
Sulfamethoxazole,Insulin human,1
Citalopram,Isoflurane,1
Budesonide,Palbociclib,1
Zolpidem,Triazolam,1
Tolterodine,Itraconazole,1
Quinine,Azilsartan medoxomil,1
Cephaloglycin,Probenecid,1
Sulindac,Hydralazine,1
Sulfadiazine,Procaine,1
Bevacizumab,Mitoxantrone,1
Phentermine,Prochlorperazine,1
Verteporfin,Floctafenine,1
Epinephrine,Isometheptene,1
Phenobarbital,Luliconazole,1
Colesevelam,Fenofibrate,1
Amlodipine,Magnesium oxide,1
Celecoxib,Hydralazine,1
Nafcillin,Warfarin,1
Rifabutin,Raltegravir,1
Dicoumarol,Norethisterone,1
Vinorelbine,Ivacaftor,1
Sertindole,Quinagolide,1
Tenecteplase,Citalopram,1
Tolmetin,Warfarin,1
Sulpiride,Azelastine,1
Atazanavir,Simeprevir,1
Irinotecan,Nilotinib,1
Phendimetrazine,Sertindole,1
Doxepin,Mirabegron,1
Pamidronic acid,Mefenamic acid,1
Methyldopa,Procarbazine,1
Diazepam,Saquinavir,1
Streptokinase,Tiaprofenic acid,1
Imipramine,Magnesium sulfate,1
Verapamil,Dabigatran etexilate,1
Cyclosporine,Fenoprofen,1
Iron Dextran,Sodium bicarbonate,1
Simeprevir,Hydroxyprogesterone caproate,1
Natalizumab,Azacitidine,1
Timolol,Hexobarbital,1
Methadone,Mitotane,1
Pimecrolimus,Crizotinib,1
Tranylcypromine,Insulin human,1
Octreotide,Zuclopenthixol,1
Fondaparinux,Desvenlafaxine,1
Metamfetamine,Doxofylline,1
Meclizine,Trichlormethiazide,1
Hydrochlorothiazide,Alogliptin,1
Orphenadrine,Aclidinium,1
Nisoldipine,Levodopa,1
Vitamin C,Lisdexamfetamine,1
Amphetamine,Clomipramine,1
Torasemide,Fosinopril,1
Mitotane,Itraconazole,1
Dantrolene,Ivacaftor,1
Clobazam,Droperidol,1
Abciximab,Heparin,1
Chlorpheniramine,Mirabegron,1
Oxaprozin,Ridogrel,1
Trastuzumab,Dactinomycin,1
Morphine,Trimipramine,1
Epirubicin,Cyclophosphamide,1
Ketorolac,Enoxaparin,1
Temazepam,Dronabinol,1
Ropinirole,Promethazine,1
Carisoprodol,Paroxetine,1
Oxytetracycline,Calcium carbonate,1
Magnesium sulfate,Rifampicin,1
Isoniazid,Tegafur,1
Simvastatin,Etravirine,1
Fluoxetine,Haloperidol,1
Repaglinide,Sparfloxacin,1
Risperidone,Rufinamide,1
Sipuleucel-T,Idelalisib,1
Thioridazine,Metamfetamine,1
Trifluoperazine,Rizatriptan,1
Hydroxyzine,Flunarizine,1
Rifabutin,Prednisone,1
Goserelin,Propafenone,1
Desogestrel,Gliquidone,1
Tranylcypromine,Fluspirilene,1
Benzphetamine,Mesoridazine,1
Chlorthalidone,Tadalafil,1
Telithromycin,Vilazodone,1
Nefazodone,Olaparib,1
Imipramine,Cinacalcet,1
Benazepril,Sirolimus,1
Verapamil,Salicylic acid,1
Methadone,Bromazepam,1
Caffeine,Ketorolac,1
Fusidic acid,Vilanterol,1
Amphotericin B,Cortisone acetate,1
Phenytoin,Isoniazid,1
Doxepin,Orphenadrine,1
Pegaspargase,Sipuleucel-T,1
Streptokinase,Rivaroxaban,1
Desogestrel,Treprostinil,1
Isocarboxazid,Tiotropium,1
Docetaxel,Fusidic acid,1
Allopurinol,Chlorpropamide,1
Vitamin E,Ketorolac,1
Cilostazol,Simeprevir,1
Midodrine,Propylhexedrine,1
Bromocriptine,Palbociclib,1
Thalidomide,Clonazepam,1
Quinapril,Dapoxetine,1
Anistreplase,Cangrelor,1
Chlorthalidone,Paroxetine,1
Acenocoumarol,Amorolfine,1
Enalapril,Trichlormethiazide,1
Escitalopram,Acenocoumarol,1
Chlorzoxazone,Paraldehyde,1
Modafinil,Ibrutinib,1
Caffeine,Hydroflumethiazide,1
Gemfibrozil,Pirfenidone,1
Tranylcypromine,Bretylium,1
Vitamin E,Desvenlafaxine,1
Enalapril,Canagliflozin,1
Tadalafil,Phenobarbital,1
Droperidol,Flibanserin,1
Linezolid,Fluspirilene,1
Cimetidine,Tamsulosin,1
Silodosin,Stiripentol,1
Chlorthalidone,Codeine,1
Nortriptyline,St. John's Wort,1
Pantoprazole,Nelfinavir,1
Mesalazine,Sodium bicarbonate,1
Flecainide,Lactic acid,1
Chlorpropamide,Risperidone,1
Methylprednisolone,Rifampicin,1
Tenecteplase,Ibuprofen,1
Succinylcholine,Pyridostigmine,1
Carphenazine,Escitalopram,1
Calfactant,Ceritinib,1
Glucagon,Olanzapine,1
Carbamazepine,Mitotane,1
Levobunolol,Ceritinib,1
Pazopanib,Tofacitinib,1
Desvenlafaxine,Methylene blue,1
Nicardipine,Dabrafenib,1
Phenobarbital,Pirfenidone,1
Duloxetine,Amyl Nitrite,1
Lorazepam,Triprolidine,1
Aprepitant,Fludrocortisone,1
Dronabinol,Ezogabine,1
Granisetron,Milnacipran,1
Nimodipine,Nafcillin,1
Verapamil,Eliglustat,1
Deoxycholic acid,Milnacipran,1
Cyclosporine,Oxaprozin,1
Brompheniramine,Metamfetamine,1
Netilmicin,Vecuronium,1
Amphetamine,Aminophylline,1
Phenytoin,Brexpiprazole,1
Clarithromycin,Bepridil,1
Lovastatin,Ticagrelor,1
Sulpiride,Brexpiprazole,1
Erythromycin,Acetohexamide,1
Quinine,Quinapril,1
Niacin,Rosuvastatin,1
Indomethacin,Ridogrel,1
Aprepitant,Temsirolimus,1
Nicardipine,Lacosamide,1
Telaprevir,Suvorexant,1
Nisoldipine,Etravirine,1
Metformin,Lopinavir,1
Hydromorphone,Cathinone,1
Zonisamide,Orphenadrine,1
Piroxicam,Streptomycin,1
Warfarin,Proguanil,1
Rufinamide,Pomalidomide,1
Carbinoxamine,Mirabegron,1
Methadone,Conivaptan,1
Ritonavir,Crizotinib,1
Glyburide,Carbocisteine,1
Zopiclone,Cobicistat,1
Sulpiride,Fluoxetine,1
Biotin,Dicoumarol,1
Codeine,Lanreotide,1
Atracurium besylate,Ribostamycin,1
Repaglinide,Fosamprenavir,1
Phendimetrazine,Molindone,1
Azelastine,Mirabegron,1
Nelfinavir,Rifabutin,1
Felodipine,Obinutuzumab,1
Eplerenone,Nefazodone,1
Daunorubicin,Tofacitinib,1
Amiodarone,Artesunate,1
Secobarbital,Chloramphenicol,1
Apremilast,Dabrafenib,1
Ritonavir,Medroxyprogesterone acetate,1
Hexobarbital,Empagliflozin,1
Ritonavir,Edoxaban,1
Butalbital,Verapamil,1
Olanzapine,Thalidomide,1
Midazolam,Methotrimeprazine,1
Procyclidine,Cyclobenzaprine,1
Probenecid,Cefacetrile,1
Diltiazem,St. John's Wort,1
Flunisolide,Imatinib,1
Triflupromazine,Ergotamine,1
Medroxyprogesterone acetate,Gliclazide,1
Moexipril,Pentoxifylline,1
Trastuzumab,Nilotinib,1
Etodolac,Aliskiren,1
Mycophenolic acid,Ofloxacin,1
Procyclidine,Oxycodone,1
Galantamine,Atracurium besylate,1
Methotrimeprazine,Amisulpride,1
Tramadol,Amiloride,1
Zolpidem,Asenapine,1
Fluoxetine,Chlormezanone,1
Dydrogesterone,Danaparoid,1
Irinotecan,Primidone,1
Prazosin,Gabapentin,1
Oxybutynin,Mirabegron,1
Leflunomide,Rilonacept,1
Abiraterone,Siltuximab,1
Tolvaptan,Ivacaftor,1
Venlafaxine,Siltuximab,1
Triazolam,St. John's Wort,1
Trimipramine,N/A,1
Hydrocortisone,Roflumilast,1
Itraconazole,Ibrutinib,1
Chloramphenicol,Metamizole,1
Tofacitinib,Corticotropin,1
Ridogrel,Aprotinin,1
Reserpine,Metoclopramide,1
Alteplase,Fenoprofen,1
Midodrine,Labetalol,1
Alprazolam,Tipranavir,1
Isoniazid,Aluminum hydroxide,1
Goserelin,Lithium cation,1
Leuprolide,Protriptyline,1
Nelfinavir,Sufentanil,1
Voriconazole,Cobicistat,1
Colestipol,Propranolol,1
Hydromorphone,Ramosetron,1
Bosentan,Doxorubicin,1
Nicardipine,Siltuximab,1
Clozapine,Methimazole,1
Isoniazid,Artesunate,1
Atenolol,Dronedarone,1
Omeprazole,Fosphenytoin,1
Paliperidone,Lithium cation,1
Icosapent,Ethinylestradiol,1
Dexamethasone,Ticagrelor,1
Quinidine,Edoxaban,1
Dacarbazine,Tofacitinib,1
Acetaminophen,Orciprenaline,1
Pramipexole,Stiripentol,1
Clonidine,Risperidone,1
Aripiprazole,Insulin glulisine,1
Buspirone,Suvorexant,1
Ziprasidone,Rufinamide,1
Phenprocoumon,Heparin,1
Telithromycin,Romidepsin,1
Moxifloxacin,Sucralfate,1
Salbutamol,Chlorphentermine,1
Edetic acid,Insulin detemir,1
Primidone,Olaparib,1
Erlotinib,Ivacaftor,1
Morphine,Desipramine,1
Diltiazem,Hexobarbital,1
Ridogrel,Nadroparin,1
Venlafaxine,Fencamfamin,1
Levocabastine,Mianserin,1
Esmolol,Primidone,1
Olanzapine,Cyclobenzaprine,1
Tenecteplase,Abciximab,1
Tenecteplase,Prasugrel,1
Fluoxetine,Thioridazine,1
Brimonidine,Quetiapine,1
Primidone,Dronedarone,1
Timolol,Tranylcypromine,1
Nintedanib,Desirudin,1
Vitamin E,Vilazodone,1
Phenelzine,Phenoxybenzamine,1
Leuprolide,Bromocriptine,1
Medroxyprogesterone acetate,Alogliptin,1
Fluconazole,Domperidone,1
Minoxidil,Atazanavir,1
Buspirone,Chlormezanone,1
Buspirone,Triflupromazine,1
Imatinib,Ifosfamide,1
Duloxetine,Acetophenazine,1
Nortriptyline,Orciprenaline,1
Meprobamate,Nabilone,1
Fludrocortisone,Darunavir,1
Topiramate,Carbamazepine,1
Tositumomab,Dalteparin,1
Baclofen,Oxycodone,1
Theophylline,Mestranol,1
Metaxalone,Paraldehyde,1
Trifluoperazine,Benzphetamine,1
Tranylcypromine,Fenoterol,1
Felbamate,Saxagliptin,1
Acetazolamide,Tapentadol,1
Vorapaxar,Cobicistat,1
Mycophenolate mofetil,Benzylpenicillin,1
Zolpidem,Zaleplon,1
Flucloxacillin,Methotrexate,1
Risperidone,Metipranolol,1
Fluvoxamine,Deferasirox,1
Indomethacin,Tobramycin,1
Nelfinavir,Isavuconazonium,1
Colestipol,Digoxin,1
Orlistat,Stiripentol,1
Rifampicin,Boceprevir,1
Tiaprofenic acid,Ribostamycin,1
Trimipramine,Chlormezanone,1
Trimipramine,Mesoridazine,1
Clarithromycin,Ulipristal,1
Isoniazid,Cortisone acetate,1
Beclomethasone dipropionate,Deferasirox,1
Ceftolozane,Picosulfuric acid,1
Prazosin,Yohimbine,1
Treprostinil,Flurbiprofen,1
Lovastatin,Dabrafenib,1
Flurazepam,Rufinamide,1
Butorphanol,Minocycline,1
Clopidogrel,Rabeprazole,1
Phentermine,Pheniramine,1
Trimipramine,Metyrosine,1
Sucralfate,Sulpiride,1
Baclofen,Vortioxetine,1
Mecamylamine,Sulfamethazine,1
Mesalazine,Cimetidine,1
Tetracycline,Azidocillin,1
Methotrimeprazine,Dextroamphetamine,1
Nimodipine,Terbinafine,1
Tamsulosin,Fusidic acid,1
Paroxetine,Enoxaparin,1
Paroxetine,Levorphanol,1
Digoxin,Ticagrelor,1
Nicardipine,Hexobarbital,1
Tamsulosin,Telithromycin,1
Trastuzumab,Natalizumab,1
Doxycycline,Secobarbital,1
Reserpine,Carteolol,1
Carteolol,Methacholine,1
Amiodarone,Everolimus,1
Desmopressin,Sulindac,1
Vitamin D3,Danazol,1
Tolterodine,Nefazodone,1
Tramadol,Dabrafenib,1
Methotrexate,Denosumab,1
Perindopril,Diazoxide,1
Goserelin,Vardenafil,1
Milnacipran,Obinutuzumab,1
Fluphenazine,Tizanidine,1
Cathinone,Dexchlorpheniramine maleate,1
Eletriptan,Palbociclib,1
Alteplase,Salsalate,1
Mirtazapine,Stiripentol,1
Escitalopram,Iobenguane,1
Olanzapine,Pramlintide,1
Phentermine,Promazine,1
Tolbutamide,Alogliptin,1
Ciprofloxacin,Flibanserin,1
Cobimetinib,Stiripentol,1
Methyldopa,Nicorandil,1
Salsalate,Citric acid,1
Mifepristone,Apixaban,1
Bosentan,Dexamethasone,1
Fenoprofen,Obinutuzumab,1
Cyclizine,Mianserin,1
Trimethoprim,Insulin detemir,1
Aprepitant,Dapoxetine,1
Clobazam,Luliconazole,1
Praziquantel,Fusidic acid,1
Protriptyline,Nabilone,1
Valproic acid,Rufinamide,1
Rifabutin,Tamoxifen,1
Quinine,Warfarin,1
Meloxicam,Glucosamine,1
Abiraterone,Pazopanib,1
Fluconazole,Piroxicam,1
Aldesleukin,Clobetasol propionate,1
Anakinra,Abatacept,1
Pantoprazole,Methotrexate,1
Atazanavir,Posaconazole,1
Desflurane,Perampanel,1
Framycetin,Cefuroxime,1
Deferiprone,Zinc gluconate,1
Ranolazine,Fusidic acid,1
Glyburide,Gliquidone,1
Heparin,Apixaban,1
Olanzapine,Levomilnacipran,1
Memantine,Bupropion,1
Vildagliptin,Iloperidone,1
Bupivacaine,Metipranolol,1
Verapamil,Tacrolimus,1
Procyclidine,Loxapine,1
Nitroglycerin,Dapoxetine,1
Fluoxetine,Clopidogrel,1
Amoxapine,Thioridazine,1
Acebutolol,Acepromazine,1
Metamfetamine,Vilanterol,1
Succinylcholine,Spectinomycin,1
Baclofen,Meperidine,1
Dronabinol,Clenbuterol,1
Insulin lispro,Articaine,1
Fludrocortisone,Etodolac,1
Amlodipine,Hydrocodone,1
Clarithromycin,Macitentan,1
Indinavir,Axitinib,1
Valsartan,Bumetanide,1
Dronedarone,Enzalutamide,1
Calcitriol,Mifepristone,1
Levocabastine,Rotigotine,1
Tadalafil,Bumetanide,1
Aldesleukin,Carvedilol,1
Torasemide,Ipratropium,1
Bendroflumethiazide,Butorphanol,1
Sildenafil,Telaprevir,1
Glimepiride,Saquinavir,1
Pegaspargase,Trastuzumab,1
Goserelin,Promazine,1
Salicylic acid,Saxagliptin,1
Secobarbital,Meloxicam,1
Fluvoxamine,Flibanserin,1
Quinidine,Aripiprazole,1
Esmolol,Vardenafil,1
Lorazepam,Dantrolene,1
Phenelzine,Indapamide,1
Alfuzosin,Siltuximab,1
Ondansetron,Desipramine,1
Phentermine,Thiothixene,1
Methylphenidate,Thiothixene,1
Desogestrel,Nadroparin,1
Trastuzumab,Panobinostat,1
Verapamil,Idarubicin,1
Levothyroxine,Tolevamer,1
Potassium chloride,Dimenhydrinate,1
Solifenacin,Fusidic acid,1
Esmolol,Disopyramide,1
Fesoterodine,Siltuximab,1
Cyclosporine,Tofacitinib,1
Metolazone,Aspirin,1
Ranitidine,Saquinavir,1
Sulfisoxazole,Rifabutin,1
Erlotinib,Rifampicin,1
Frovatriptan,Fluspirilene,1
Torasemide,Triamcinolone,1
Nevirapine,Bupropion,1
Irinotecan,Tesmilifene,1
Zaleplon,Orphenadrine,1
Fosphenytoin,Paraldehyde,1
Pegvisomant,Lanreotide,1
Vincristine,Tocilizumab,1
Quinine,Atracurium besylate,1
Lamotrigine,Silodosin,1
Alfuzosin,Timolol,1
Rifapentine,Idelalisib,1
Fentanyl,Thalidomide,1
Metyrosine,Azelastine,1
Tenofovir disoproxil,Amikacin,1
Leuprolide,Sulfisoxazole,1
Rifampicin,Lumefantrine,1
Vincristine,Crizotinib,1
Acetazolamide,Mianserin,1
Ifosfamide,Enzalutamide,1
Chlormezanone,Metoclopramide,1
Theophylline,Halazepam,1
Celecoxib,Netilmicin,1
Dutasteride,Cobicistat,1
Scopolamine,Sodium oxybate,1
Eszopiclone,Brimonidine,1
Ibritumomab tiuxetan,Tolmetin,1
Aripiprazole,Mirabegron,1
Mesoridazine,Rasagiline,1
Nadolol,Insulin aspart,1
Prilocaine,Primaquine,1
Dronedarone,Cobicistat,1
Lovastatin,Conivaptan,1
Levocabastine,Tiotropium,1
Methohexital,Prenylamine,1
Cefotaxime,Warfarin,1
Atracurium besylate,Polymyxin B,1
Esmolol,Hexobarbital,1
Goserelin,Dolasetron,1
Dofetilide,Procainamide,1
Risedronic acid,Calcium gluconate,1
Chlorpromazine,Fesoterodine,1
Terazosin,Dapoxetine,1
Atenolol,Methohexital,1
Clomipramine,Eliglustat,1
Lidocaine,Teriflunomide,1
Phenytoin,Cisatracurium,1
Ketamine,Simeprevir,1
Ganciclovir,Mycophenolic acid,1
Cyclosporine,Mycophenolic acid,1
Peginterferon alfa-2b,Atomoxetine,1
Phentermine,Sertindole,1
Chlorpheniramine,Rotigotine,1
Promazine,Paraldehyde,1
Urokinase,Indomethacin,1
Diltiazem,Risperidone,1
Tolterodine,Ramosetron,1
Tamsulosin,Flunarizine,1
Ethanol,Quetiapine,1
Pantoprazole,Moclobemide,1
Nifedipine,Molsidomine,1
Aminophylline,Vemurafenib,1
Oxazepam,Yohimbine,1
Ketorolac,Fenoprofen,1
Octreotide,Haloperidol,1
Vindesine,Ketoconazole,1
Amphetamine,Protriptyline,1
Carbamazepine,Thalidomide,1
Linezolid,Isocarboxazid,1
Solifenacin,Aclidinium,1
Trimipramine,Bupropion,1
Fosaprepitant,Ivabradine,1
Octreotide,Phenelzine,1
Triprolidine,Ammonium chloride,1
Ivacaftor,Ivabradine,1
Deferasirox,Pomalidomide,1
Ofloxacin,Bendamustine,1
Citalopram,Chloroquine,1
Methylphenidate,Bromocriptine,1
Flunisolide,Fosaprepitant,1
Lorazepam,Desipramine,1
Dantrolene,Rufinamide,1
Rocuronium,Procainamide,1
Perindopril,Salsalate,1
Beclomethasone dipropionate,Corticorelin ovine triflutate,1
Nicardipine,Colchicine,1
Ibandronate,Gentamicin,1
Carmustine,Roflumilast,1
Methotrexate,Sulindac,1
Adalimumab,Trastuzumab,1
Fluconazole,Isavuconazonium,1
Glimepiride,Bendroflumethiazide,1
Valproic acid,Olanzapine,1
Meperidine,Thalidomide,1
Trabectedin,Ivacaftor,1
Venlafaxine,Meloxicam,1
Morphine,Benzphetamine,1
Alendronic acid,Tobramycin,1
Torasemide,Arbekacin,1
Insulin lispro,Methylprednisolone,1
Acetazolamide,Zonisamide,1
Heparin,Citric acid,1
Calcium acetate,Lamotrigine,1
Trichlormethiazide,Doxercalciferol,1
Fosphenytoin,Dienogest,1
Loxapine,Olodaterol,1
Phenobarbital,Metamfetamine,1
Chlorothiazide,Insulin aspart,1
Valsartan,Labetalol,1
Fludrocortisone,Rifapentine,1
Pseudoephedrine,Metamfetamine,1
Insulin lispro,Canagliflozin,1
Amphetamine,Racepinephrine,1
Amphetamine,Calcium carbonate,1
Morphine,Aclidinium,1
Primidone,Zaleplon,1
Heparin,Drospirenone,1
Zolpidem,Dexchlorpheniramine maleate,1
Primidone,Dolutegravir,1
Amphetamine,Phendimetrazine,1
